Time (ms), Load Cell 1, Load Cell 2, Acc1 x (g), Acc1 y (g), Acc1 z (g), Gyr1 +x (g), Gyr1 +y (g), Gyr1 +z (g), Acc2 x (g), Acc2 y (g), Acc2 z (g), Gyr2 +x (g), Gyr2 +y (g), Gyr2 +z (g), Encoder (count)
15395,-17,68,0.00032349,-0.00012815,0.99954224,0.07064827,-0.01510617,0.01327519,-0.00062378,0.00165403,1.00096929,0.02853398,-0.03341676,0.02868648,0
15410,-17,70,0.00130005,-0.00025022,0.99789429,0.09353645,0.00778202,0.00564579,-0.00037964,0.00153196,1.00139654,0.02090458,-0.01815797,0.03631588,0
15424,-17,70,0.0006897,-0.00018919,0.99917603,0.10116585,-0.03799435,-0.0019836,-0.0013562,0.00134885,1.00176275,0.02853398,-0.04104615,0.04394527,0
15439,-17,70,0.00044556,-0.00006711,1.00064087,0.12405403,-0.03799435,-0.0019836,-0.00007446,0.00037229,1.00066411,0.03616337,0.04287719,0.03631588,0
15454,-17,70,0.00001831,0.00060427,1.00064087,0.10879524,-0.04562375,0.02090458,-0.00044067,0.00025022,1.00048101,0.04379277,0.01998901,0.03631588,0
15469,-18,70,-0.00004273,0.00054324,0.99942017,0.11642464,-0.03036496,0.03616337,-0.00037964,0.00025022,1.00035894,0.05905155,0.0276184,0.01342769,0
15484,-18,70,0.00020142,0.00036013,0.99942017,0.07827766,0.00015262,-0.0019836,0.00016968,0.00012815,0.99968755,0.05142216,0.01235961,0.0057983,0
15498,-18,70,-0.00028687,0.00060427,0.99911499,0.11642464,-0.00747677,0.00564579,-0.00050171,-0.00011599,0.99938238,0.06668095,-0.00289918,-0.01708988,0
15513,-18,71,-0.00077515,0.00133669,0.99905396,0.11642464,-0.02273556,-0.01724239,-0.0001355,-0.00011599,0.99932134,0.04379277,0.05813598,-0.00946049,0
15528,-18,71,-0.0003479,0.00158083,0.99874878,0.13931282,-0.04562375,-0.01724239,-0.0003186,-0.0002991,0.99968755,0.02090458,0.01998901,-0.0018311,0
15543,-18,71,-0.00083618,0.00145876,0.99911499,0.14694221,-0.05325314,-0.009613,0.00041382,-0.00005496,0.99956548,0.03616337,0.01235961,0.03631588,0
15558,-18,71,0.00050659,0.00066531,0.9992981,0.13168342,-0.03799435,0.02090458,0.00096313,0.00000608,1.0001148,0.03616337,0.00473022,0.05157467,0
15573,-16,71,-0.00004273,0.00109255,0.99880981,0.13931282,-0.03799435,0.02853398,0.00023071,-0.00005496,1.00005376,0.05142216,-0.03341676,0.09735103,0
15587,-16,71,-0.00040894,0.00121462,0.99984741,0.15457161,0.00015262,0.02853398,0.00084106,-0.00023806,0.99962652,0.05142216,-0.04867554,0.09735103,0
15602,-16,71,0.00056763,0.00072634,0.9994812,0.12405403,-0.02273556,0.01327519,0.00078003,-0.00017703,1.00096929,0.02090458,-0.04867554,0.07446285,0
15617,-16,73,-0.00040894,0.00066531,0.99917603,0.13168342,-0.03036496,0.02853398,-0.00001343,0.00061643,1.00103033,0.01327519,-0.03341676,0.08209224,0
15632,-16,73,0.00014038,0.00036013,0.99887085,0.13168342,0.00778202,-0.0019836,0.00078003,0.00049436,1.00084722,0.02853398,0.00473022,0.06683345,0
15647,-16,73,0.00020142,0.00036013,0.99880981,0.13168342,0.00778202,-0.009613,-0.00007446,0.00140989,1.0013355,0.02853398,-0.01052857,0.07446285,0
15661,-15,73,0.00026245,0.00023806,0.99942017,0.09353645,0.00015262,-0.009613,-0.00068481,0.00171506,1.00066411,0.01327519,-0.01052857,0.06683345,0
15676,-15,73,0.00093384,0.00090945,0.99966431,0.10879524,0.00015262,-0.01724239,-0.00050171,0.00116575,1.00084722,0.02853398,-0.00289918,0.05157467,0
15691,-15,73,-0.0001648,0.00060427,0.9992981,0.11642464,-0.01510617,-0.01724239,-0.00111206,0.00134885,1.00121343,0.02853398,-0.02578736,0.04394527,0
15706,-15,76,0.00081177,0.0002991,0.99917603,0.10116585,0.00778202,0.00564579,-0.00056274,0.00128782,1.00078619,0.02090458,0.00473022,0.04394527,0
15721,-15,76,0.00062866,0.00127566,0.99880981,0.10879524,0.01541141,0.01327519,-0.00123413,0.00086057,1.00054204,0.02853398,-0.01052857,0.03631588,0
15736,-15,76,-0.0001648,0.00133669,1.00039673,0.09353645,-0.03799435,-0.0019836,-0.00129517,0.00018919,0.99974859,0.02090458,0.01998901,0.07446285,0
15750,-15,76,0.00056763,0.00121462,0.99942017,0.08590706,-0.02273556,0.01327519,-0.00007446,0.00031126,0.99932134,0.04379277,0.01998901,0.05157467,0
15765,-15,76,-0.00046997,0.00115359,0.99850464,0.06301887,-0.03799435,0.01327519,-0.00056274,0.00025022,0.99956548,0.04379277,-0.01052857,0.02868648,0
15780,-15,76,-0.00046997,0.00097048,1.00009155,0.09353645,-0.06851193,-0.01724239,0.00096313,0.00043333,0.99932134,0.05142216,0.0352478,0.05157467,0
15795,-15,76,0.00038452,0.00078738,0.99935913,0.10116585,-0.06088253,-0.04013057,0.00078003,0.00086057,0.99913824,0.05905155,-0.00289918,0.08972163,0
15810,-15,78,-0.0003479,0.00090945,0.99942017,0.08590706,-0.06851193,-0.04775997,0.00029175,0.00067747,0.99919927,0.05142216,-0.01815797,0.07446285,0
15824,-15,78,0.00001831,0.00054324,1.00039673,0.12405403,-0.03036496,-0.01724239,0.00108521,0.00025022,0.99926031,0.08193974,-0.01815797,0.08972163,0
15839,-15,78,-0.00028687,-0.00006711,1.0007019,0.11642464,-0.04562375,-0.03250118,-0.00037964,0.0005554,0.99999273,0.07431035,-0.00289918,0.04394527,0
15854,-15,78,-0.0003479,-0.00000608,1.00198364,0.10879524,-0.02273556,-0.02487179,0.0009021,0.00049436,0.99987066,0.03616337,0.0276184,0.05157467,0
15869,-15,78,0.00032349,0.00078738,1.0005188,0.13931282,-0.03799435,-0.009613,0.00023071,0.00098264,1.0001148,0.03616337,-0.01052857,0.04394527,0
15884,-15,78,-0.00077515,0.00054324,1.00057983,0.13168342,-0.03036496,-0.009613,-0.00050171,0.00079954,1.00041997,0.03616337,-0.03341676,0.02868648,0
15899,-15,78,0.00093384,-0.00012815,1.00027466,0.13168342,-0.01510617,0.00564579,0.00041382,0.00110471,0.99987066,0.05905155,-0.02578736,0.05157467,0
15913,-15,77,0.00038452,0.00011599,1.00137329,0.15457161,-0.05325314,-0.009613,-0.00123413,0.00110471,1.00164068,0.05142216,-0.04867554,0.05920406,0
15928,-15,77,0.00020142,-0.00006711,1.00009155,0.12405403,-0.03799435,-0.01724239,0.00047485,0.00122678,1.00090826,0.04379277,-0.00289918,0.06683345,0
15943,-15,77,0.00136108,-0.00012815,0.99935913,0.13168342,-0.00747677,-0.009613,-0.00007446,0.00098264,1.00139654,0.02853398,-0.03341676,0.09735103,0
15958,-12,77,0.00062866,-0.00000608,0.99850464,0.11642464,-0.03799435,0.00564579,-0.00123413,0.00116575,1.00121343,0.01327519,-0.06393433,0.07446285,0
15973,-12,77,0.00093384,0.00011599,0.99990845,0.10879524,-0.02273556,-0.0019836,0.00010864,0.00086057,0.99987066,-0.0019836,-0.03341676,0.04394527,0
15987,-12,77,-0.00028687,-0.00043333,0.99868774,0.09353645,-0.03799435,-0.0019836,-0.00001343,0.00104368,1.00023687,0.02853398,-0.02578736,0.05920406,0
16002,-12,77,-0.00059204,-0.00006711,0.99954224,0.11642464,-0.05325314,-0.009613,0.00016968,0.00037229,1.00035894,0.04379277,0.01998901,0.05920406,0
16017,-12,75,0.00007934,0.00072634,0.99813843,0.13168342,-0.06088253,-0.01724239,0.00041382,0.00012815,0.99919927,0.04379277,0.0352478,0.06683345,0
16032,-12,75,-0.00004273,0.00121462,0.99783325,0.11642464,-0.06851193,-0.0019836,-0.00074585,0.00012815,0.99926031,0.02090458,-0.02578736,0.07446285,0
16047,-14,75,-0.00065308,0.00139773,0.99935913,0.13168342,-0.01510617,0.02090458,0.00016968,-0.00011599,0.99846685,0.05142216,0.01998901,0.02105709,0
16061,-14,75,-0.00046997,0.00158083,0.99887085,0.13168342,0.00015262,0.00564579,0.00041382,-0.00011599,0.99858892,0.01327519,-0.03341676,0.04394527,0
16076,-14,75,-0.00162964,0.00121462,1.00094604,0.13931282,-0.03799435,0.01327519,0.00071899,-0.00011599,0.99938238,0.00564579,-0.00289918,0.04394527,0
16091,-14,75,-0.0003479,0.00127566,1.0017395,0.13168342,-0.01510617,0.00564579,0.00108521,-0.0002991,0.99913824,0.00564579,0.01235961,0.02105709,0
16106,-14,75,-0.00083618,0.00072634,1.00222778,0.12405403,-0.03799435,0.01327519,-0.00019653,0.00018919,0.99974859,0.02090458,-0.01815797,0.02868648,0
16121,-14,77,-0.00065308,0.00072634,1.00204468,0.162201,-0.00747677,0.01327519,0.00053589,0.00043333,0.99932134,0.00564579,-0.01815797,0.03631588,0
16136,-16,77,0.00056763,0.00054324,1.00100708,0.14694221,-0.01510617,0.02853398,0.00053589,0.00043333,0.99962652,-0.009613,-0.06393433,0.05920406,0
16150,-16,77,-0.0003479,-0.00000608,1.00308228,0.13931282,-0.04562375,0.01327519,-0.00001343,0.00098264,1.00023687,-0.0019836,-0.02578736,0.04394527,0
16165,-16,77,0.00130005,-0.00025022,1.00119019,0.14694221,-0.03799435,0.02090458,0.00059692,0.0019592,1.00054204,0.02853398,-0.04104615,0.04394527,0
16180,-16,77,0.00093384,-0.00037229,0.99990845,0.13931282,-0.04562375,-0.009613,-0.00080688,0.0017761,1.00084722,0.02090458,-0.07156373,0.05157467,0
16195,-16,77,0.00111694,-0.00037229,0.99978638,0.13168342,-0.03799435,-0.01724239,-0.00025757,0.00140989,1.00060308,0.02090458,-0.01815797,0.02105709,0
16210,-16,79,0.00178833,-0.00049436,1.00009155,0.162201,-0.05325314,-0.0019836,-0.0003186,0.00104368,1.00060308,0.01327519,0.0352478,0.02868648,0
16224,-16,79,0.00093384,-0.00037229,0.99996948,0.13931282,-0.06088253,0.00564579,-0.00062378,0.00043333,1.00072515,0.02853398,-0.00289918,0.0057983,0
16239,-16,79,0.00099487,0.00011599,0.99990845,0.13168342,-0.03799435,-0.009613,0.00010864,0.00043333,1.00048101,0.03616337,0.00473022,0.02105709,0
16254,-16,79,0.00044556,0.00023806,0.99911499,0.13168342,-0.03799435,-0.009613,-0.0003186,0.00012815,1.00035894,0.08956914,0.00473022,0.01342769,0
16269,-16,79,-0.00028687,0.0004822,0.99942017,0.12405403,-0.03799435,0.01327519,-0.00025757,-0.00023806,1.00066411,0.08956914,0.01235961,-0.01708988,0
16284,-16,79,-0.00004273,0.00109255,0.99911499,0.10116585,-0.00747677,-0.0019836,0.00041382,0.00000608,1.00048101,0.06668095,0.04287719,0.0057983,0
16298,-16,79,-0.00077515,0.00127566,0.9994812,0.08590706,-0.03799435,-0.02487179,-0.0003186,-0.00011599,1.00182378,0.04379277,0.00473022,-0.0018311,0
16313,-16,82,-0.00040894,0.00090945,0.99990845,0.11642464,-0.02273556,-0.01724239,0.00102417,-0.00036013,1.00109136,0.02853398,0.0352478,0.02868648,0
16328,-12,82,0.00032349,0.00145876,0.99978638,0.13931282,-0.01510617,0.01327519,-0.00019653,0.00012815,1.00096929,-0.0019836,-0.02578736,0.02105709,0
16343,-12,82,0.00007934,0.00127566,1.00100708,0.162201,-0.03036496,0.02090458,-0.00019653,0.00025022,1.0011524,0.01327519,-0.00289918,-0.0018311,0
16358,-12,82,0.00093384,0.00005496,1.00106812,0.12405403,-0.00747677,0.00564579,0.00065796,0.00025022,0.99987066,0.03616337,0.01998901,0.02868648,0
16373,-12,82,-0.00040894,-0.00037229,1.0015564,0.11642464,-0.03799435,-0.02487179,-0.00080688,0.00043333,1.00054204,0.02090458,-0.05630494,-0.0018311,0
16387,-12,82,-0.00046997,0.00011599,1.0007019,0.10879524,-0.02273556,-0.009613,0.0009021,0.00031126,0.99901617,0.02853398,-0.00289918,-0.0018311,0
16402,-12,82,0.00081177,-0.00037229,1.00039673,0.12405403,0.02304081,-0.0019836,-0.00098999,0.00079954,1.00048101,0.02853398,-0.03341676,0.02105709,0
16417,-12,86,0.00050659,-0.0005554,1.00021362,0.11642464,-0.00747677,-0.009613,-0.00105103,0.00079954,1.00005376,0.01327519,-0.03341676,0.01342769,0
16432,-8,86,0.00105591,-0.00098264,0.99942017,0.13168342,0.01541141,0.00564579,0.00084106,0.00110471,1.00023687,0.02090458,0.01235961,0.02868648,0
16447,-8,86,0.00056763,-0.00098264,0.9992981,0.13931282,-0.03799435,-0.0019836,-0.00092896,0.00159299,1.00096929,-0.0019836,-0.05630494,0.05920406,0
16461,-8,86,0.0008728,-0.0007385,0.99972534,0.162201,-0.03036496,-0.01724239,-0.00050171,0.00147092,1.00127447,0.02853398,0.01235961,0.02105709,0
16476,-8,86,0.00184936,-0.0005554,0.9992981,0.11642464,-0.02273556,-0.02487179,-0.00092896,0.00086057,1.00145757,0.02853398,-0.01052857,0.03631588,0
16491,-8,86,0.00093384,-0.00043333,0.99960327,0.10879524,-0.06851193,-0.04013057,-0.00086792,0.00067747,1.00243413,0.04379277,-0.01815797,0.06683345,0
16506,-8,86,0.00099487,0.0002991,0.99972534,0.11642464,-0.03036496,-0.009613,0.00016968,0.0007385,1.00157964,0.07431035,0.0276184,0.06683345,0
16521,-2,92,0.00020142,0.00011599,1.00143433,0.12405403,-0.06851193,0.00564579,-0.00050171,0.0005554,1.00151861,0.08956914,-0.01052857,0.03631588,0
16536,-2,92,0.00032349,0.00036013,1.00094604,0.12405403,-0.06088253,0.02090458,-0.00080688,0.0005554,1.00127447,0.09719853,0.0276184,0.03631588,0
16550,-2,92,0.00093384,0.00060427,0.99966431,0.11642464,-0.03799435,0.02090458,-0.0001355,0.00000608,1.00035894,0.08956914,0.0276184,0.03631588,0
16565,-2,92,-0.00065308,0.00084841,0.99880981,0.09353645,-0.05325314,0.00564579,-0.0003186,-0.00042117,1.00048101,0.05905155,0.00473022,0.02868648,0
16580,-2,92,-0.00022583,0.00066531,0.99777222,0.08590706,-0.00747677,0.01327519,0.00084106,0.00018919,1.00060308,0.01327519,0.00473022,0.05157467,0
16595,-2,92,-0.00077515,0.00103152,0.99893188,0.13168342,-0.02273556,-0.009613,0.00023071,0.00031126,1.00017583,0.02090458,-0.00289918,0.08209224,0
16610,-2,92,-0.00089722,0.00103152,0.99917603,0.13168342,-0.02273556,0.02090458,-0.0003186,-0.0002991,0.99999273,0.02090458,-0.00289918,0.07446285,0
16624,0,97,0.00020142,0.00127566,0.99966431,0.11642464,0.00015262,0.01327519,0.00023071,-0.00005496,0.99968755,0.03616337,-0.01052857,0.06683345,0
16639,0,97,0.00056763,0.00011599,0.99954224,0.09353645,-0.01510617,-0.009613,-0.00044067,0.00116575,1.00066411,0.04379277,-0.04104615,0.04394527,0
16654,0,97,0.00038452,-0.00043333,1.00003052,0.10116585,0.00015262,-0.02487179,0.00016968,0.00067747,0.99944341,0.04379277,-0.03341676,0.04394527,0
16669,0,97,0.00056763,-0.00025022,0.99978638,0.10116585,-0.00747677,-0.009613,0.00004761,0.00092161,0.99938238,0.04379277,-0.05630494,0.02868648,0
16684,0,97,0.00007934,-0.00006711,1.00003052,0.11642464,0.00778202,-0.0019836,-0.00056274,0.0007385,1.00096929,0.04379277,-0.06393433,0.04394527,0
16699,0,97,0.00117798,-0.00018919,0.99911499,0.10879524,0.0306702,-0.0019836,0.00010864,0.00086057,1.00096929,0.02853398,-0.00289918,0.02868648,0
16713,4,101,0.00123901,-0.00043333,0.9994812,0.13931282,0.00015262,0.01327519,-0.00141724,0.00098264,1.00200689,0.02853398,-0.01052857,0.02868648,0
16728,4,101,0.00062866,-0.00067747,0.99972534,0.11642464,-0.03036496,-0.01724239,0.00004761,0.00116575,1.00164068,0.05142216,0.0276184,0.03631588,0
16743,4,101,0.0008728,0.00036013,1.00009155,0.12405403,-0.02273556,-0.01724239,0.00016968,0.00086057,1.00109136,0.05142216,0.01998901,0.07446285,0
16758,4,101,0.00038452,0.00060427,0.99954224,0.11642464,-0.06088253,0.02090458,-0.00056274,0.00049436,1.00188482,0.05905155,-0.00289918,0.05157467,0
16773,4,101,0.00038452,0.00072634,1.00009155,0.09353645,-0.07614133,0.03616337,0.00071899,0.00006711,1.00078619,0.05905155,0.01998901,0.05157467,0
16788,4,101,0.00044556,0.00078738,0.9992981,0.08590706,-0.04562375,0.02853398,0.00053589,0.00067747,1.00017583,0.03616337,-0.02578736,0.05920406,0
16802,9,101,-0.00059204,0.00072634,1.00057983,0.08590706,-0.06088253,0.02853398,0.00071899,0.00025022,0.99883306,0.04379277,0.01235961,0.07446285,0
16817,9,100,-0.00010376,0.00139773,1.00234985,0.09353645,-0.04562375,0.01327519,0.00102417,0.00031126,0.99773443,0.03616337,0.0352478,0.07446285,0
16832,9,100,-0.00022583,0.00139773,1.00131226,0.10116585,-0.03036496,-0.03250118,-0.00068481,0.00000608,0.99895513,0.03616337,0.00473022,0.11260982,0
16847,9,100,0.00007934,0.00109255,1.0015564,0.10116585,-0.00747677,0.00564579,0.00102417,-0.00011599,0.99846685,0.05905155,0.05813598,0.08972163,0
16862,9,100,0.0006897,0.00115359,1.00088501,0.10116585,-0.00747677,-0.02487179,0.00035278,0.00037229,0.9988941,0.06668095,0.05050658,0.07446285,0
16877,9,100,-0.0001648,0.00066531,1.00186157,0.13931282,-0.05325314,-0.009613,-0.0003186,-0.00011599,0.99999273,0.05905155,0.01235961,0.02868648,0
16891,9,100,0.00020142,0.00060427,1.00094604,0.14694221,-0.02273556,0.01327519,0.00065796,0.0007385,1.00041997,0.05142216,0.04287719,0.03631588,0
16906,11,100,0.0006897,0.00103152,1.00119019,0.13168342,-0.03799435,-0.009613,-0.00037964,0.00043333,1.0001148,0.05142216,-0.01052857,-0.00946049,0
16921,11,98,0.00056763,0.00023806,1.00076294,0.10879524,-0.03036496,0.00564579,0.00029175,0.00092161,0.99950445,0.04379277,0.01998901,0.02868648,0
16936,11,98,0.00136108,-0.00031126,0.9994812,0.13931282,-0.02273556,0.01327519,-0.00056274,0.00116575,1.00121343,0.01327519,0.01998901,0.03631588,0
16951,11,98,0.00020142,-0.00043333,0.9994812,0.13168342,-0.03036496,-0.0019836,-0.00208862,0.00043333,1.0013355,0.04379277,-0.03341676,0.04394527,0
16966,11,98,0.00062866,-0.00012815,1.00039673,0.10879524,-0.00747677,-0.009613,-0.00025757,0.00067747,1.0001148,0.04379277,0.01235961,0.05157467,0
16980,11,98,0.00136108,0.00011599,0.99819946,0.08590706,-0.03799435,-0.03250118,-0.00227173,0.0005554,1.00139654,0.06668095,-0.03341676,0.04394527,0
16995,13,98,0.00123901,0.00042117,0.99850464,0.07064827,-0.04562375,0.00564579,-0.00111206,0.00128782,1.00054204,0.03616337,0.0352478,0.06683345,0
17010,13,98,0.00093384,0.00023806,0.99880981,0.08590706,-0.04562375,0.02853398,-0.00092896,0.00153196,1.00041997,0.02853398,0.01998901,0.06683345,0
17025,13,99,0.00020142,0.00036013,1.00094604,0.08590706,-0.06088253,0.02853398,-0.00160034,0.00104368,1.00060308,0.02090458,-0.01815797,0.04394527,0
17040,13,99,0.00001831,0.00072634,1.00180054,0.08590706,-0.04562375,0.02090458,-0.00019653,0.00092161,1.00005376,0.03616337,0.0352478,0.05157467,0
17055,13,99,0.00038452,0.00078738,1.00015259,0.09353645,-0.05325314,0.02853398,0.00023071,0.00018919,1.00017583,0.04379277,-0.02578736,0.05157467,0
17069,13,99,-0.00053101,0.0004822,1.00064087,0.09353645,-0.06088253,-0.0019836,0.00016968,-0.00066531,0.99968755,0.02090458,0.00473022,0.07446285,0
17084,13,99,-0.0001648,0.00103152,0.99972534,0.11642464,-0.03036496,-0.009613,0.00029175,-0.00060427,0.99901617,0.00564579,0.0352478,0.09735103,0
17099,14,99,-0.00004273,0.00103152,1.00064087,0.10879524,-0.02273556,-0.02487179,-0.00068481,-0.00103152,0.99864995,0.01327519,-0.02578736,0.04394527,0
17114,14,102,0.00056763,0.00066531,1.0007019,0.10116585,-0.05325314,-0.03250118,0.00078003,-0.00042117,0.9990772,0.00564579,0.04287719,0.02868648,0
17129,14,102,0.00044556,0.0004822,0.99984741,0.11642464,-0.03799435,-0.009613,0.00059692,-0.00023806,0.99883306,-0.009613,0.01998901,0.04394527,0
17144,14,102,-0.00053101,0.00042117,0.99960327,0.11642464,-0.03799435,-0.009613,-0.00056274,-0.00011599,1.00005376,-0.009613,-0.00289918,0.04394527,0
17158,14,102,0.00026245,-0.00006711,0.9992981,0.11642464,0.00015262,0.00564579,0.00053589,0.00025022,1.00017583,0.00564579,-0.01052857,0.04394527,0
17173,14,102,0.00038452,-0.00000608,0.9992981,0.10879524,-0.03799435,-0.0019836,-0.00050171,0.0007385,1.0002979,0.01327519,-0.02578736,0.05920406,0
17188,14,102,0.00032349,-0.00025022,0.9984436,0.07827766,-0.03799435,-0.009613,0.00035278,0.00061643,0.99980962,0.01327519,-0.01052857,0.03631588,0
17203,14,102,0.00062866,-0.00012815,0.99905396,0.09353645,-0.02273556,0.02090458,0.00065796,0.0007385,1.0001148,0.03616337,0.01235961,0.08972163,0
17218,14,100,0.00007934,0.00023806,1.00106812,0.11642464,-0.01510617,0.00564579,-0.00025757,0.00092161,1.0011524,0.02090458,-0.00289918,0.02868648,0
17233,14,100,0.00081177,0.00011599,1.00045776,0.09353645,-0.00747677,-0.0019836,0.00035278,0.00134885,1.00176275,0.03616337,0.0352478,0.07446285,0
17247,14,100,0.00093384,0.0002991,0.9992981,0.10879524,-0.01510617,-0.009613,-0.0011731,0.00128782,1.00261724,0.01327519,-0.01052857,0.07446285,0
17262,14,100,0.00050659,0.00054324,0.99905396,0.11642464,-0.00747677,-0.01724239,-0.00068481,0.00122678,1.00218999,0.00564579,-0.00289918,0.06683345,0
17277,13,100,0.00044556,0.00084841,0.99832153,0.11642464,-0.01510617,0.00564579,-0.00068481,0.0007385,1.00176275,0.02090458,-0.00289918,0.06683345,0
17292,13,100,-0.00010376,-0.00000608,0.99887085,0.12405403,-0.04562375,-0.01724239,-0.00196655,0.0005554,1.00212896,0.04379277,-0.05630494,0.03631588,0
17307,13,100,0.00001831,0.00023806,0.99911499,0.13168342,-0.03799435,-0.02487179,-0.00092896,0.00043333,1.00090826,0.03616337,0.0276184,0.07446285,0
17321,13,100,0.00020142,0.00103152,0.99960327,0.13931282,-0.05325314,-0.009613,-0.00160034,0.00012815,1.00072515,0.06668095,-0.02578736,0.07446285,0
17336,13,100,0.00001831,0.00145876,0.99972534,0.11642464,-0.06088253,0.00564579,-0.00086792,0.00025022,1.00054204,0.05142216,0.00473022,0.08209224,0
17351,13,100,0.00020142,0.00139773,0.99862671,0.12405403,-0.06088253,0.00564579,0.00059692,0.00000608,0.99999273,0.04379277,0.0352478,0.08209224,0
17366,13,100,-0.0003479,0.0015198,0.9992981,0.11642464,-0.04562375,0.00564579,-0.00062378,0.0007385,1.0013355,0.03616337,-0.01815797,0.07446285,0
17381,10,100,-0.00059204,0.00139773,0.99996948,0.162201,-0.01510617,-0.009613,-0.00019653,0.00061643,1.00078619,0.02853398,-0.01052857,0.06683345,0
17396,10,100,0.00026245,0.00121462,1.00094604,0.162201,-0.01510617,-0.009613,0.00102417,0.0005554,1.00054204,0.01327519,-0.07156373,0.07446285,0
17410,10,100,-0.00022583,0.00109255,1.00100708,0.15457161,-0.04562375,-0.009613,0.00029175,0.00037229,1.00103033,0.02853398,-0.06393433,0.06683345,0
17425,10,102,0.00050659,0.00078738,1.00039673,0.15457161,-0.00747677,-0.01724239,0.00120728,0.00061643,0.99980962,-0.0019836,-0.00289918,0.05920406,0
17440,10,102,-0.00010376,0.00005496,0.99887085,0.13931282,-0.01510617,-0.02487179,-0.0003186,0.00067747,1.00023687,0.01327519,-0.01815797,0.04394527,0
17455,10,102,-0.00046997,-0.0007385,1.00143433,0.15457161,-0.02273556,-0.01724239,0.00004761,0.0007385,1.00109136,0.01327519,-0.01052857,0.02868648,0
17470,12,102,0.00099487,-0.00012815,1.00094604,0.12405403,-0.00747677,-0.04013057,0.00016968,0.00147092,1.0001148,0.02090458,-0.03341676,0.01342769,0
17484,12,102,0.0008728,-0.00031126,1.00125122,0.10879524,-0.03036496,-0.01724239,-0.00050171,0.00116575,1.00151861,0.01327519,-0.00289918,0.04394527,0
17499,12,102,0.00160522,0.00023806,0.99996948,0.09353645,-0.00747677,-0.0019836,-0.00025757,0.00098264,1.00200689,0.05142216,0.01998901,0.05920406,0
17514,12,102,0.00111694,-0.00006711,1.0005188,0.09353645,-0.01510617,-0.01724239,-0.00166138,0.00153196,1.00194585,0.05142216,-0.02578736,0.06683345,0
17529,12,101,-0.00004273,-0.00000608,0.99960327,0.10116585,-0.03036496,-0.02487179,-0.00111206,0.00165403,1.00194585,0.05142216,0.00473022,0.04394527,0
17544,12,101,0.00038452,0.00066531,0.99734497,0.10116585,-0.05325314,-0.02487179,-0.00019653,0.00153196,1.00054204,0.04379277,-0.00289918,0.04394527,0
17558,12,101,-0.00053101,0.0004822,0.99832153,0.08590706,-0.08377072,-0.009613,-0.00062378,0.00116575,0.99980962,0.05905155,0.01235961,0.02105709,0
17573,14,101,0.00081177,0.00097048,0.9972229,0.09353645,-0.05325314,-0.009613,0.00004761,0.0007385,0.9988941,0.05905155,0.05813598,0.04394527,0
17588,14,101,0.00105591,0.0002991,0.99795532,0.09353645,-0.03036496,-0.02487179,-0.00080688,0.00037229,0.99938238,0.04379277,0.01998901,0.04394527,0
17603,14,101,0.00056763,0.00109255,0.9984436,0.09353645,-0.01510617,-0.03250118,-0.00037964,0.00006711,0.99993169,0.04379277,0.0276184,0.03631588,0
17618,14,98,0.00056763,0.00139773,0.99801636,0.10879524,-0.03799435,-0.0019836,0.00023071,-0.00023806,0.99993169,0.05142216,0.0352478,0.02105709,0
17633,14,98,-0.00083618,0.00097048,0.99917603,0.12405403,-0.01510617,0.01327519,-0.00062378,-0.00097048,0.99987066,0.03616337,0.0276184,0.04394527,0
17647,14,98,0.00007934,0.00090945,0.99838257,0.10879524,-0.01510617,-0.009613,0.00029175,-0.00103152,0.99834478,0.02090458,0.01235961,0.05157467,0
17662,15,98,0.00014038,0.00060427,0.99874878,0.11642464,-0.02273556,0.00564579,-0.00068481,-0.0004822,0.99956548,-0.009613,-0.01052857,0.04394527,0
17677,15,98,-0.00089722,0.00011599,0.99966431,0.12405403,-0.03036496,0.02090458,-0.00037964,-0.00023806,0.99962652,-0.02487179,-0.00289918,0.03631588,0
17692,15,98,0.00062866,-0.00043333,0.9982605,0.14694221,0.00015262,-0.009613,-0.00007446,0.00031126,0.99987066,-0.02487179,-0.01052857,0.05157467,0
17707,15,98,0.00001831,-0.0007385,0.99887085,0.15457161,-0.04562375,-0.009613,-0.00068481,0.00043333,1.00090826,-0.04775997,-0.06393433,0.03631588,0
17721,15,97,0.00007934,-0.00110471,1.00057983,0.13931282,-0.01510617,-0.03250118,-0.00025757,0.00128782,1.0011524,-0.009613,0.01235961,0.05920406,0
17736,15,97,0.00093384,-0.00049436,1.00057983,0.13931282,0.00015262,-0.03250118,-0.00092896,0.00147092,1.00176275,-0.01724239,-0.01052857,0.05157467,0
17751,15,97,0.00038452,0.00011599,1.00076294,0.12405403,-0.03036496,-0.01724239,-0.00098999,0.00153196,1.00096929,0.01327519,-0.02578736,0.04394527,0
17766,19,97,0.00123901,0.00011599,1.00009155,0.13168342,-0.02273556,-0.009613,-0.0003186,0.00171506,1.00023687,0.02853398,0.00473022,0.05157467,0
17781,19,97,-0.00004273,0.00036013,1.00064087,0.12405403,-0.04562375,-0.02487179,-0.0011731,0.00189817,1.00072515,0.02090458,-0.03341676,0.05157467,0
17796,19,97,-0.00028687,0.0002991,0.9994812,0.12405403,-0.03799435,-0.0019836,-0.0003186,0.00159299,0.99987066,0.00564579,0.01235961,0.06683345,0
