0.0,-1.0,0.0,1.831e-05,0.00097048,0.99911499,0.13168342,-0.02273556,-0.009613,-0.0003186,-0.00036013,0.99980962,0.01327519,-0.01052857,-0.0018311,0.0,1.0,1.0
17.0,-1.0,0.0,-0.00095825,0.00103152,1.00137329,0.13168342,-0.05325314,0.00564579,0.00071899,-0.00042117,1.00005376,0.00564579,0.01998901,-0.0018311,0.0,1.0,1.0
31.0,-1.0,3.0,7.934e-05,0.00145876,0.99966431,0.13931282,0.00778202,0.01327519,0.00206177,-0.00090945,0.99883306,0.00564579,0.0352478,0.02105709,0.0,1.0,1.0
46.0,-2.0,3.0,-0.00028687,0.00060427,1.00180054,0.10879524,-0.00747677,-0.0019836,0.00065796,-5.496e-05,1.00066411,0.02853398,-0.00289918,0.02868648,0.0,1.0,1.0
61.0,-2.0,3.0,-0.00028687,5.496e-05,1.00143433,0.13168342,-0.01510617,-0.0019836,0.00047485,0.00037229,1.00060308,0.02853398,-0.00289918,0.01342769,0.0,1.0,1.0
76.0,-2.0,3.0,0.00038452,0.00011599,1.00064087,0.13168342,-0.01510617,0.00564579,0.00065796,0.00061643,1.0001148,0.01327519,-0.03341676,0.01342769,0.0,1.0,1.0
91.0,-2.0,3.0,-0.00053101,5.496e-05,1.00064087,0.15457161,-0.05325314,-0.009613,-7.446e-05,0.00067747,1.00054204,0.02090458,-0.03341676,0.04394527,0.0,1.0,1.0
106.0,-2.0,3.0,0.00026245,-0.00031126,0.99935913,0.15457161,-0.02273556,-0.01724239,0.0009021,0.00067747,1.00023687,0.01327519,-0.00289918,0.05157467,0.0,1.0,1.0
120.0,-2.0,3.0,0.00026245,-0.00092161,0.99899292,0.12405403,-0.00747677,-0.0019836,-0.0003186,0.00104368,1.00078619,0.02090458,-0.03341676,0.05157467,0.0,1.0,1.0
135.0,-4.0,9.0,0.00014038,-0.00116575,0.99819946,0.10879524,-0.02273556,0.00564579,-0.0001355,0.00165403,1.00090826,0.03616337,-0.00289918,0.01342769,0.0,1.0,1.0
150.0,-4.0,9.0,0.00111694,-0.00061643,0.9982605,0.10116585,0.00778202,0.01327519,-0.00025757,0.00208127,1.00054204,0.02090458,-0.04104615,-0.01708988,0.0,1.0,1.0
0.0,-1.0,0.0,1.831e-05,0.00097048,0.99911499,0.13168342,-0.02273556,-0.009613,-0.0003186,-0.00036013,0.99980962,0.01327519,-0.01052857,-0.0018311,0.0,1.0,1.0
17.0,-1.0,0.0,-0.00095825,0.00103152,1.00137329,0.13168342,-0.05325314,0.00564579,0.00071899,-0.00042117,1.00005376,0.00564579,0.01998901,-0.0018311,0.0,1.0,1.0
31.0,-1.0,3.0,7.934e-05,0.00145876,0.99966431,0.13931282,0.00778202,0.01327519,0.00206177,-0.00090945,0.99883306,0.00564579,0.0352478,0.02105709,0.0,1.0,1.0
46.0,-2.0,3.0,-0.00028687,0.00060427,1.00180054,0.10879524,-0.00747677,-0.0019836,0.00065796,-5.496e-05,1.00066411,0.02853398,-0.00289918,0.02868648,0.0,1.0,1.0
61.0,-2.0,3.0,-0.00028687,5.496e-05,1.00143433,0.13168342,-0.01510617,-0.0019836,0.00047485,0.00037229,1.00060308,0.02853398,-0.00289918,0.01342769,0.0,1.0,1.0
76.0,-2.0,3.0,0.00038452,0.00011599,1.00064087,0.13168342,-0.01510617,0.00564579,0.00065796,0.00061643,1.0001148,0.01327519,-0.03341676,0.01342769,0.0,1.0,1.0
91.0,-2.0,3.0,-0.00053101,5.496e-05,1.00064087,0.15457161,-0.05325314,-0.009613,-7.446e-05,0.00067747,1.00054204,0.02090458,-0.03341676,0.04394527,0.0,1.0,1.0
106.0,-2.0,3.0,0.00026245,-0.00031126,0.99935913,0.15457161,-0.02273556,-0.01724239,0.0009021,0.00067747,1.00023687,0.01327519,-0.00289918,0.05157467,0.0,1.0,1.0
120.0,-2.0,3.0,0.00026245,-0.00092161,0.99899292,0.12405403,-0.00747677,-0.0019836,-0.0003186,0.00104368,1.00078619,0.02090458,-0.03341676,0.05157467,0.0,1.0,1.0
135.0,-4.0,9.0,0.00014038,-0.00116575,0.99819946,0.10879524,-0.02273556,0.00564579,-0.0001355,0.00165403,1.00090826,0.03616337,-0.00289918,0.01342769,0.0,1.0,1.0
150.0,-4.0,9.0,0.00111694,-0.00061643,0.9982605,0.10116585,0.00778202,0.01327519,-0.00025757,0.00208127,1.00054204,0.02090458,-0.04104615,-0.01708988,0.0,1.0,1.0
0.0,-1.0,0.0,1.831e-05,0.00097048,0.99911499,0.13168342,-0.02273556,-0.009613,-0.0003186,-0.00036013,0.99980962,0.01327519,-0.01052857,-0.0018311,0.0,1.0,1.0
17.0,-1.0,0.0,-0.00095825,0.00103152,1.00137329,0.13168342,-0.05325314,0.00564579,0.00071899,-0.00042117,1.00005376,0.00564579,0.01998901,-0.0018311,0.0,1.0,1.0
31.0,-1.0,3.0,7.934e-05,0.00145876,0.99966431,0.13931282,0.00778202,0.01327519,0.00206177,-0.00090945,0.99883306,0.00564579,0.0352478,0.02105709,0.0,1.0,1.0
46.0,-2.0,3.0,-0.00028687,0.00060427,1.00180054,0.10879524,-0.00747677,-0.0019836,0.00065796,-5.496e-05,1.00066411,0.02853398,-0.00289918,0.02868648,0.0,1.0,1.0
61.0,-2.0,3.0,-0.00028687,5.496e-05,1.00143433,0.13168342,-0.01510617,-0.0019836,0.00047485,0.00037229,1.00060308,0.02853398,-0.00289918,0.01342769,0.0,1.0,1.0
76.0,-2.0,3.0,0.00038452,0.00011599,1.00064087,0.13168342,-0.01510617,0.00564579,0.00065796,0.00061643,1.0001148,0.01327519,-0.03341676,0.01342769,0.0,1.0,1.0
